asin,itemName,sku,is_fba,kitFlag,channel_name,quantity
B00JVZMX3M,AG-KC1540-REG,AG-KC1540-REG-FBA,TRUE,FALSE,Amazon US,0
B00A93RYES,AG-KC1540-RID,CBS-KC1540-RID,FALSE,FALSE,Amazon US,1
B00A93RYES,AG-KC1540-RID,CBS-KC1540-RID-FBA,TRUE,FALSE,Amazon US,1
B00JH2GAWO,AG-KC1540-RLX,AG-KC1540-RLX,FALSE,FALSE,Amazon US,2
B00JH2GAWO,AG-KC1540-RLX,AG-KC1540-RLX-FBA,TRUE,FALSE,Amazon US,2
B004JK695W,AG-KC1540-RNG,AG-KC1540-RNG,FALSE,FALSE,Amazon US,0
B004JK695W,AG-KC1540-RNG,AG-KC1540-RNG-FBA,TRUE,FALSE,Amazon US,0
B00O4G1DFW,AG-KC1540-ROG,CBS-KC1540-ROG,FALSE,FALSE,Amazon US,0
B007P4H7T6,AG-KC1540-ROG,AG-KC1540-ROG,FALSE,FALSE,Amazon US,0
B007P4H7T6,AG-KC1540-ROG,AG-KC1540-ROG-FBA,TRUE,FALSE,Amazon US,0
B00HRCJAB4,AG-KC1540-RT,AG-KC1540-RT,FALSE,FALSE,Amazon US,17
B00HRCJAB4,AG-KC1540-RT,AG-KC1540-RT-FBA,TRUE,FALSE,Amazon US,17
B00IFH6D42,AG-KC1540-RUB,AG-KC1540-RUB,FALSE,FALSE,Amazon US,1
B00IFH6D42,AG-KC1540-RUB,AG-KC1540-RUB-FBA,TRUE,FALSE,Amazon US,1
B007WUSB0W,AG-KC1540-QUE,AG-KC1540-QUE,FALSE,FALSE,Amazon US,10
B007WUSB0W,AG-KC1540-QUE,AG-KC1540-QUE-FBA,TRUE,FALSE,Amazon US,10
B007VDE13Q,AG-KC1540-QX5,AG-KC1540-QX5,FALSE,FALSE,Amazon US,0
B007VDE13Q,AG-KC1540-QX5,AG-KC1540-QX5-FBA,TRUE,FALSE,Amazon US,0
B00JWU0F18,AG-KC1540-QX80,AG-KC1540-QX80,FALSE,FALSE,Amazon US,0
B00JWU0F18,AG-KC1540-QX80,AG-KC1540-QX80-FBA,TRUE,FALSE,Amazon US,0
B00JH2CQ0Y,AG-KC1540-R15,AG-KC1540-R15,FALSE,FALSE,Amazon US,16
B00JH2CQ0Y,AG-KC1540-R15,AG-KC1540-R15-FBA,TRUE,FALSE,Amazon US,16
B00BN440SU,AG-KC1540-RAM,CBS-KC1540-RAM,FALSE,FALSE,Amazon US,0
B004EBASAI,AG-KC1540-RAM,AG-KC1540-RAM,FALSE,FALSE,Amazon US,0
B004EBASAI,AG-KC1540-RAM,AG-KC1540-RAM-FBA,TRUE,FALSE,Amazon US,0
B00BN44134,AG-KC1540-RAMH,CBS-KC1540-RAMH,FALSE,FALSE,Amazon US,6
B00BN44134,AG-KC1540-RAMH,CBS-KC1540-RAMH-FBA,TRUE,FALSE,Amazon US,6
B00OAXVV60,AG-KC1540-RAMH,AG-KC1540-RAMH,FALSE,FALSE,Amazon US,6
B00OAXVV60,AG-KC1540-RAMH,AG-KC1540-RAMH-FBA,TRUE,FALSE,Amazon US,6
B00BN441RA,AG-KC1540-RAP,CBS-KC1540-RAP,FALSE,FALSE,Amazon US,0
B00BN441RA,AG-KC1540-RAP,CBS-KC1540-RAP-FBA,TRUE,FALSE,Amazon US,0
B009K6LI8S,AG-KC1540-RAP,AG-KC1540-RAP,FALSE,FALSE,Amazon US,0
B009K6LI8S,AG-KC1540-RAP,AG-KC1540-RAP-FBA,TRUE,FALSE,Amazon US,0
B004BGZG5S,AG-KC1540-RDX,AG-KC1540-RDX,FALSE,FALSE,Amazon US,2
B004BGZG5S,AG-KC1540-RDX,AG-KC1540-RDX-FBA,TRUE,FALSE,Amazon US,2
B002H0BN02,AG-KC1540-RX8,AG-KC1540-RX8,FALSE,FALSE,Amazon US,1
B002H0BN02,AG-KC1540-RX8,AG-KC1540-RX8-FBA,TRUE,FALSE,Amazon US,1
B00Q2DW566,AG-KC1640-MGT,AG-KC1640-MGT,FALSE,FALSE,Amazon US,1
B00Q2DW566,AG-KC1640-MGT,AG-KC1640-MGT-FBA,TRUE,FALSE,Amazon US,1
B00Q2DWSCM,AG-KC1640-MUS,AG-KC1640-MUS,FALSE,FALSE,Amazon US,1
B00Q2DWSCM,AG-KC1640-MUS,AG-KC1640-MUS-FBA,TRUE,FALSE,Amazon US,1
B00C2EBW4K,AG-KC1540-G37C,AG-KC1540-G37C,FALSE,FALSE,Amazon US,0
